Measure,sex,Age,Year,No. of deaths,Upper bound,Lower Bound
Deaths,Male,80-84,2014,4954.113792879714,6445.558022063235,3606.37536900041
Deaths,Female,80-84,2014,3820.282398389974,4653.896625522563,3043.076361351268
Deaths,Male,85-89,2014,3131.967792087396,3993.401742220592,2405.558674811571
Deaths,Female,85-89,2014,2932.231391178132,3546.846373038757,2291.8635059506173
Deaths,Male,90-94,2014,1161.983947548043,1439.5034786779242,865.6059306694494
Deaths,Female,90-94,2014,1655.1610397149043,2000.2673112248028,1270.784636675451
Deaths,Male,50-74,2014,16422.316852724198,23000.997959354518,11048.30227485091
Deaths,Female,50-74,2014,12603.518790033766,16985.97533245895,9011.701537076637
Deaths,Male,10-24,2014,252.420721893987,367.1506174256491,166.07004388096698
Deaths,Female,10-24,2014,169.5653717115682,262.1838176791059,98.84297290706638
Deaths,Male,10-19,2014,98.41096963026293,142.6927699627173,63.85409236367952
Deaths,Female,10-19,2014,76.10262690512884,115.23070310808592,45.172932664936205
Deaths,Male,10 - 54,2014,5595.986931005149,8037.935301401316,3868.9605585929103
Deaths,Female,10 - 54,2014,3146.014036719059,4515.320352034083,2100.9178600989544
Deaths,Male,15-39,2014,1280.7688080612434,1749.4422399997643,906.2626981692893
Deaths,Female,15-39,2014,583.9143685152607,864.1106715161645,355.56296064207737
Deaths,Male,65-74,2014,8912.770400112408,12393.50992941543,6095.508087876643
Deaths,Female,65-74,2014,7026.412220872975,9072.585173957255,5227.141592912072
Deaths,Male,95+,2014,376.3520719761332,486.2417991816743,274.2047472681638
Deaths,Female,95+,2014,657.3702794451383,809.6574544934832,464.1487934770611
Deaths,Male,75-84,2014,9865.53106311606,13063.452816893832,7023.654458248417
Deaths,Female,75-84,2014,8287.864445539946,10282.130482142278,6595.543137508789
Deaths,Male,20-54,2014,5497.57596137489,7901.006345317615,3799.235957607376
Deaths,Female,20-54,2014,3069.9114098139344,4413.284872609148,2046.1135141622512
Deaths,Male,15-19,2016,108.299982581788,159.20405778779406,64.53712146181545
Deaths,Female,15-19,2016,87.09290256128578,132.53417940378398,51.73952268729665
Deaths,Male,20-24,2016,169.90600285343731,241.58600258083732,107.22864059290004
Deaths,Female,20-24,2016,107.31880676662942,178.86925253906145,58.94890400678784
Deaths,Male,25-29,2016,145.89399220974008,201.58504476885767,96.25189029155528
Deaths,Female,25-29,2016,54.128842159945975,89.2994723053035,32.562651363945484
Deaths,Male,30-34,2016,340.87514118728586,462.8116672217531,229.5643552750001
Deaths,Female,30-34,2016,177.54296962891578,280.09663060257,109.86555496348228
Deaths,Male,35-39,2016,634.0303060454565,880.4535557090974,441.3090837106119
Deaths,Female,35-39,2016,221.11851170035703,332.8680668049736,140.11447483493333
Deaths,Male,40-44,2016,1073.4588386105513,1521.4097962960902,732.3332277619766
Deaths,Female,40-44,2016,429.2803003218494,623.3575599211972,285.4451450718673
Deaths,Male,45-49,2016,1499.9810333571406,2142.625305417196,1023.3157814099204
Deaths,Female,45-49,2016,921.9562605105642,1349.2799602791335,613.9531327685248
Deaths,Male,50-54,2016,2072.4985365208954,3014.2858372332093,1348.3474211912085
Deaths,Female,50-54,2016,1501.703465195344,2156.456816260903,1026.0063978553012
Deaths,Male,55-59,2016,2617.1972095093483,3810.6884183500615,1698.4971502113744
Deaths,Female,55-59,2016,1906.5194055408745,2748.0398423407128,1288.7503384653048
Deaths,Male,60-64,2016,3179.13703044724,4616.285421387159,2053.547039696723
Deaths,Female,60-64,2016,2831.171198195987,4001.8450122345066,1940.10119952076
Deaths,Male,65-69,2016,4315.138201131995,6095.394029233831,2873.878905159839
Deaths,Female,65-69,2016,3500.8858036342094,4713.919278280961,2519.597505716815
Deaths,Male,70-74,2016,5011.139342347777,6965.488948717252,3400.621138870957
Deaths,Female,70-74,2016,4476.625653585527,5832.039683566271,3342.900593730034
Deaths,Male,75-79,2016,5174.667370256535,7048.555750298255,3558.677653736
Deaths,Female,75-79,2016,5107.704702055029,6475.588781002727,3967.3737364169615
Deaths,Male,15-49,2016,3972.4452968454034,5526.119856653333,2731.8400729004043
Deaths,Female,15-49,2016,1998.4385936495469,2940.2662691720147,1320.341283356879
Deaths,Male,50-69,2016,12183.97097760948,17538.623223723927,8011.616960767874
Deaths,Female,50-69,2016,9740.279872566422,13497.54414375832,6774.436313668233
Deaths,Male,80-84,2016,5104.179185056591,6733.786704310654,3743.621189763712
Deaths,Female,80-84,2016,4334.704314617473,5336.980150194277,3547.4351810144863
Deaths,Male,85-89,2016,3662.5809386564,4610.46394495426,2744.960168165818
Deaths,Female,85-89,2016,2926.9087828974693,3628.816918422211,2335.970864998204
Deaths,Male,90-94,2016,1307.0962414428318,1634.7477607130745,984.5306467245103
Deaths,Female,90-94,2016,1795.862564079842,2229.897750531592,1413.320564095002
Deaths,Male,50-74,2016,17195.11031995726,24576.26692408112,11415.610883715684
Deaths,Female,50-74,2016,14216.905526151952,19374.0036133779,10115.664401865237
Deaths,Male,10-24,2016,278.20598543522533,404.0514770282896,173.33920737755915
Deaths,Female,10-24,2016,194.4117093279151,309.44958171929346,112.7788646907386
Deaths,Male,10-19,2016,108.299982581788,159.20405778779406,64.53712146181545
Deaths,Female,10-19,2016,87.09290256128578,132.53417940378398,51.73952268729665
Deaths,Male,10 - 54,2016,6044.943833366294,8505.981680571613,4069.3080777241744
Deaths,Female,10 - 54,2016,3500.142058844891,5064.762754108385,2373.512373855951
Deaths,Male,15-39,2016,1399.0054248777071,1910.469809249412,956.1019757387302
Deaths,Female,15-39,2016,647.2020328171333,987.5428665576776,407.12552534597296
Deaths,Male,65-74,2016,9326.277543479777,13042.623323793374,6317.379239845847
Deaths,Female,65-74,2016,7977.511457219743,10507.966582093788,5838.846216980624
Deaths,Male,95+,2016,426.0022690630991,547.8729910989612,311.31857700388537
Deaths,Female,95+,2016,740.6716435350423,935.4773691457798,529.2108677801099
Deaths,Male,75-84,2016,10278.846555313114,13687.72450640962,7376.314229991794
Deaths,Female,75-84,2016,9442.409016672502,11727.564372080831,7588.434069948686
Deaths,Male,20-54,2016,5936.643850784506,8359.209718771204,3998.829115716235
Deaths,Female,20-54,2016,3413.049156283607,4927.194791526128,2320.4145328187537
Deaths,Male,15-19,2015,107.22492171640287,154.5227393604032,64.21161531973468
Deaths,Female,15-19,2015,88.04240417038245,131.8125736703335,52.675990202150736
Deaths,Male,20-24,2015,166.68609484937787,235.83754047727055,102.2821521696157
Deaths,Female,20-24,2015,107.26719782576689,174.16986488700925,60.78811824525419
Deaths,Male,25-29,2015,144.43396186172552,199.84424452889348,94.0715441450202
Deaths,Female,25-29,2015,55.41851690758656,86.53427408452617,32.27592978150748
Deaths,Male,30-34,2015,336.23823381195524,449.4074127819819,233.70213901857815
Deaths,Female,30-34,2015,180.92885618145468,267.4100556494725,110.9079281277082
Deaths,Male,35-39,2015,623.4882800359064,842.4164257758399,436.4979886820389
Deaths,Female,35-39,2015,225.8498746470565,330.05730203115326,139.41331564520883
Deaths,Male,40-44,2015,1059.1046593566475,1463.6389387214956,718.5581284518655
Deaths,Female,40-44,2015,437.4597867733669,628.3375278244355,284.46957057099104
Deaths,Male,45-49,2015,1484.9184590651528,2093.6626701145283,1001.7834001351608
Deaths,Female,45-49,2015,923.8201509916538,1323.1687958431628,613.1992112099197
Deaths,Male,50-54,2015,2039.6534668318668,2937.5257466647918,1347.13676652178
Deaths,Female,50-54,2015,1496.04025168622,2124.179587830664,1019.5710151840584
Deaths,Male,55-59,2015,2608.592537155243,3638.9229207358767,1716.3874462728832
Deaths,Female,55-59,2015,1872.5561422224569,2685.875157349959,1259.6569605906443
Deaths,Male,60-64,2015,3165.230645924372,4488.6335899520445,2094.5393157643225
Deaths,Female,60-64,2015,2752.884192804439,3780.429571268444,1892.9082154153327
Deaths,Male,65-69,2015,4252.934013471248,5877.06867218181,2860.484830784383
Deaths,Female,65-69,2015,3293.178487463552,4420.045815258275,2394.032365558317
Deaths,Male,70-74,2015,5103.97041453709,7038.446825243217,3489.543387674309
Deaths,Female,70-74,2015,4576.652282174925,5879.265879359862,3451.790926544482
Deaths,Male,75-79,2015,5287.315568393051,7042.768934377596,3737.8683386745342
Deaths,Female,75-79,2015,5161.139594533734,6630.93731467802,3947.1135217045257
Deaths,Male,15-49,2015,3922.094610697166,5424.1141668170685,2661.1518453641943
Deaths,Female,15-49,2015,2018.786787497268,2913.790070084437,1299.0789948318666
Deaths,Male,50-69,2015,12066.410663382729,16898.707476157153,8020.221187420508
Deaths,Female,50-69,2015,9414.65907417666,12936.683965247925,6603.031454149099
Deaths,Male,80-84,2015,5231.657488691872,6777.020406414462,3845.537624710067
Deaths,Female,80-84,2015,4335.196623174781,5325.855898650721,3439.8759544472155
Deaths,Male,85-89,2015,3489.5045417476767,4365.788638153464,2642.383748531317
Deaths,Female,85-89,2015,3076.2839830062258,3813.574685853573,2389.189895848264
Deaths,Male,90-94,2015,1260.4437025697723,1604.0920295021124,937.2109317623714
Deaths,Female,90-94,2015,1802.6388166997424,2240.867231562181,1370.87411481122
Deaths,Male,50-74,2015,17170.38107791981,24081.471378745493,11555.184148933156
Deaths,Female,50-74,2015,13991.31135635157,18822.93856609214,10066.300379802293
Deaths,Male,10-24,2015,273.91101656578064,387.1431092182356,166.57957335196076
Deaths,Female,10-24,2015,195.3096019961493,298.3196473490994,114.92494970343613
Deaths,Male,10-19,2015,107.22492171640287,154.5227393604032,64.21161531973468
Deaths,Female,10-19,2015,88.04240417038245,131.8125736703335,52.675990202150736
Deaths,Male,10 - 54,2015,5961.748077529033,8356.55374105912,4007.725221623085
Deaths,Female,10 - 54,2015,3514.827039183491,5000.55157178232,2367.6979525424654
Deaths,Male,15-39,2015,1378.0714922753698,1855.181201767713,936.3554328829612
Deaths,Female,15-39,2015,657.5068497322472,981.851537763964,403.5014208173736
Deaths,Male,65-74,2015,9356.90442800833,12904.507313989554,6359.016905352723
Deaths,Female,65-74,2015,7869.830769638484,10295.192201349597,5853.846064365483
Deaths,Male,95+,2015,408.36083539311,528.1159749837211,289.8762096960596
Deaths,Female,95+,2015,727.0614428283842,932.4013216835708,522.1838785628215
Deaths,Male,75-84,2015,10518.973057084928,13947.764557893328,7583.398415966038
Deaths,Female,75-84,2015,9496.336217708516,11798.673404752191,7473.232886015152
Deaths,Male,20-54,2015,5854.523155812633,8221.37919643258,3942.419990234776
Deaths,Female,20-54,2015,3426.7846350131063,4868.611154626984,2308.306817621986
Deaths,Male,15-19,2018,110.99914201821312,163.79449762966487,61.38396252483376
Deaths,Female,15-19,2018,91.67055956004148,137.97653751640377,51.31755656438542
Deaths,Male,20-24,2018,177.40952067028704,253.20460149035404,101.80568630302332
Deaths,Female,20-24,2018,113.57333642906356,181.61343122380143,63.10100244286431
Deaths,Male,25-29,2018,151.23399387718842,211.93059927399605,92.02265458498518
Deaths,Female,25-29,2018,56.123786551545216,88.15630071569683,31.963182973841928
Deaths,Male,30-34,2018,352.93938453487,479.11495712050674,226.8609644701904
Deaths,Female,30-34,2018,180.55323966000807,275.7124152526779,106.7702474423443
Deaths,Male,35-39,2018,656.7785926279882,887.4099848516356,433.5788391386316
Deaths,Female,35-39,2018,225.2534906298464,335.2121401869149,141.01327615590327
Deaths,Male,40-44,2018,1107.268801453772,1551.277583367263,730.5564333431589
Deaths,Female,40-44,2018,437.4022568019449,629.5456720692025,288.2083560514963
Deaths,Male,45-49,2018,1547.4725479377612,2188.841560817899,995.5611574124864
Deaths,Female,45-49,2018,949.2980674325768,1350.766732425179,619.8744417689068
Deaths,Male,50-54,2018,2178.182692464235,3161.4153395814524,1403.327295730493
Deaths,Female,50-54,2018,1593.8776917875648,2259.7879753622587,1063.6824288673545
Deaths,Male,55-59,2018,2666.1764747121438,3872.518816799115,1694.1364495770245
Deaths,Female,55-59,2018,2057.682150368056,2862.420504380389,1389.886339146842
Deaths,Male,60-64,2018,3294.5809700005148,4708.4971965827945,2083.7041395111964
Deaths,Female,60-64,2018,3175.2318688351534,4348.035769098147,2175.3115644662
Deaths,Male,65-69,2018,4385.852438310447,6202.465388865756,2935.359813248055
Deaths,Female,65-69,2018,3951.7823023366095,5252.53527901041,2821.725503133556
Deaths,Male,70-74,2018,4819.530148047801,6674.429822668632,3200.6793222906845
Deaths,Female,70-74,2018,4296.121345520223,5485.956552303907,3236.0481492404724
Deaths,Male,75-79,2018,5410.718783081203,7190.420673011397,3736.6928258105913
Deaths,Female,75-79,2018,5856.685851324281,7211.925889068206,4442.965259928764
Deaths,Male,15-49,2018,4104.101983120074,5684.725070098029,2678.3457661470848
Deaths,Female,15-49,2018,2053.8747370650267,2969.922743580516,1340.6659358665474
Deaths,Male,50-69,2018,12524.792575487332,18002.19933908411,8121.267422124077
Deaths,Female,50-69,2018,10778.574013327374,14684.108937796327,7559.09939182679
Deaths,Male,80-84,2018,5322.302484367738,6943.023918079785,3818.409956358189
Deaths,Female,80-84,2018,4739.9606678089285,5707.014754264288,3805.7938579452216
Deaths,Male,85-89,2018,3837.272241627602,4984.576769757904,2901.973148229036
Deaths,Female,85-89,2018,3158.1044889879886,3850.137232836065,2487.9825282970774
Deaths,Male,90-94,2018,1541.6814387276313,1940.2727264566115,1136.4014641114654
Deaths,Female,90-94,2018,1755.8776457735369,2135.460383029472,1356.0631857742014
Deaths,Male,50-74,2018,17344.32272353514,24672.04542440085,11382.263386140476
Deaths,Female,50-74,2018,15074.695358847628,20183.086887429585,10868.117077830288
Deaths,Male,10-24,2018,288.4086626885,411.97331598404696,164.2953042271287
Deaths,Female,10-24,2018,205.24389598910523,313.86396921699577,121.25521372702286
Deaths,Male,10-19,2018,110.99914201821312,163.79449762966487,61.38396252483376
Deaths,Female,10-19,2018,91.67055956004148,137.97653751640377,51.31755656438542
Deaths,Male,10 - 54,2018,6282.284675584318,8819.251229899446,4090.314626784617
Deaths,Female,10 - 54,2018,3647.7524288525938,5197.645322936575,2423.733879593801
Deaths,Male,15-39,2018,1449.360633728546,1966.744039814827,920.4770952332163
Deaths,Female,15-39,2018,667.1744128305058,1009.524283138741,405.54231750303154
Deaths,Male,65-74,2018,9205.38258635824,12942.248494008423,6173.193074113466
Deaths,Female,65-74,2018,8247.90364785683,10725.29627862974,6075.609635682233
Deaths,Male,95+,2018,472.402215015716,608.4820341773626,339.7679638150886
Deaths,Female,95+,2018,806.6129846133355,998.4396628945614,568.8725157744752
Deaths,Male,75-84,2018,10733.021267448934,13941.65351770812,7637.470231449631
Deaths,Female,75-84,2018,10596.646519133204,12787.525297365726,8269.084382459732
Deaths,Male,20-54,2018,6171.285533566101,8654.556033189736,4021.551515572515
Deaths,Female,20-54,2018,3556.081869292547,5060.820394971075,2365.308789351943
Deaths,Male,15-19,2019,112.05421249476788,163.7452339526101,64.25851621914069
Deaths,Female,15-19,2019,95.45856069523792,147.83553659272636,52.69459378095707
Deaths,Male,20-24,2019,179.98049341249646,266.2855709828804,106.36866147549688
Deaths,Female,20-24,2019,118.38427728327068,191.6816409410968,64.33065581672004
Deaths,Male,25-29,2019,153.554944903659,219.0236333888828,95.17356911786196
Deaths,Female,25-29,2019,58.10757325777147,94.07401977863994,32.75506984997714
Deaths,Male,30-34,2019,357.05632397738526,497.4720130089205,233.9608270503238
Deaths,Female,30-34,2019,184.5426357062558,279.0259972008564,107.41110466130291
Deaths,Male,35-39,2019,664.4708790035966,933.9651862029688,463.3744362709666
Deaths,Female,35-39,2019,229.10927835951685,338.7523797484904,139.34755382981447
Deaths,Male,40-44,2019,1119.408073550887,1616.678272434912,747.7907123056023
Deaths,Female,40-44,2019,441.8858870852664,650.1196059276041,287.0548671706127
Deaths,Male,45-49,2019,1565.0024316700449,2342.162407635671,1049.8312627801513
Deaths,Female,45-49,2019,958.8254480967104,1400.5561604894172,623.8172351145126
Deaths,Male,50-54,2019,2228.1572379880467,3296.951041348489,1486.3500050221205
Deaths,Female,50-54,2019,1634.6193293173087,2396.1219138221586,1073.5198373550902
Deaths,Male,55-59,2019,2698.5086067181496,4004.1561157129145,1827.5237864766727
Deaths,Female,55-59,2019,2115.7302690810902,3072.900264595826,1441.98652455064
Deaths,Male,60-64,2019,3360.872479925131,4826.768752688705,2253.2509930827027
Deaths,Female,60-64,2019,3369.939573325212,4829.24270690863,2287.793268400148
Deaths,Male,65-69,2019,4496.420027649269,6418.742428217354,3127.7896931939085
Deaths,Female,65-69,2019,4290.412902406864,5962.97610468544,3095.902074064655
Deaths,Male,70-74,2019,4667.644065944087,6510.199955910749,3222.6146677880865
Deaths,Female,70-74,2019,4099.212561154003,5315.924262672607,3112.821595879308
Deaths,Male,75-79,2019,5536.422369099442,7649.89367879038,3969.07975497692
Deaths,Female,75-79,2019,6253.151362388546,7866.699052686844,4930.591761769178
Deaths,Male,15-49,2019,4151.527359012836,5955.349835064858,2778.6745638485318
Deaths,Female,15-49,2019,2086.31366048403,3093.3441367514697,1323.5407278540215
Deaths,Male,50-69,2019,12783.958352280595,18570.426093328297,8716.467448017358
Deaths,Female,50-69,2019,11410.70207413047,16139.301535433298,7966.0410060323475
Deaths,Male,80-84,2019,5449.432254620137,7221.641888531641,3969.6079703741175
Deaths,Female,80-84,2019,5007.014527511711,6181.820398683,4063.7097941751126
Deaths,Male,85-89,2019,3915.835063561651,5088.688983145473,2941.157956483915
Deaths,Female,85-89,2019,3294.223592107017,3966.9603895450873,2650.644567769596
Deaths,Male,90-94,2019,1674.1605879704352,2126.2418250833816,1250.880189048299
Deaths,Female,90-94,2019,1741.608813723116,2114.0518412227,1373.7395812266054
Deaths,Male,50-74,2019,17451.60241822467,25081.780800435317,11946.945169033848
Deaths,Female,50-74,2019,15509.914635284458,21384.49115386307,11191.59121387164
Deaths,Male,10-24,2019,292.0347059072646,428.16942767993606,172.95775900062418
Deaths,Female,10-24,2019,213.8428379785084,339.2310550411674,117.45836364045608
Deaths,Male,10-19,2019,112.05421249476788,163.7452339526101,64.25851621914069
Deaths,Female,10-19,2019,95.45856069523792,147.83553659272636,52.69459378095707
Deaths,Male,10 - 54,2019,6379.684597000889,9179.61908159084,4316.987582039495
Deaths,Female,10 - 54,2019,3720.932989801337,5504.36427154102,2450.544842914548
Deaths,Male,15-39,2019,1467.1168537919043,2060.223527893165,984.2210653853134
Deaths,Female,15-39,2019,685.6023253020525,1049.6991666625122,402.902890154416
Deaths,Male,65-74,2019,9164.064093593355,12972.18533499853,6381.017486455266
Deaths,Female,65-74,2019,8389.625463560864,11188.643458037664,6229.11564905548
Deaths,Male,95+,2019,500.6425502999384,653.694505357522,356.32806940310513
Deaths,Female,95+,2019,838.8710994311175,1050.8031073876432,583.4366716055827
Deaths,Male,75-84,2019,10985.854623719571,14806.868760315385,7910.303545193933
Deaths,Female,75-84,2019,11260.165889900254,13997.416256757671,9060.03372541727
Deaths,Male,20-54,2019,6267.630384506116,9006.161895286261,4249.673282435033
Deaths,Female,20-54,2019,3625.4744291061056,5361.529981525114,2396.0344660220367
Deaths,Male,15-19,2017,108.99733841750891,152.74313535928263,63.75280079137619
Deaths,Female,15-19,2017,88.85466604715602,138.10668541896771,51.2613424230542
Deaths,Male,20-24,2017,173.54387233103216,243.73567075171155,105.83054807862644
Deaths,Female,20-24,2017,110.0593501997772,170.1801853930178,61.88763395359076
Deaths,Male,25-29,2017,148.441902732752,204.4411391212918,95.70390491678369
Deaths,Female,25-29,2017,54.83249011689831,87.50126052267206,31.226103246810524
Deaths,Male,30-34,2017,346.5056995368327,468.4386905277854,229.35037085980008
Deaths,Female,30-34,2017,178.3894902231177,273.0304376763106,102.6514637700358
Deaths,Male,35-39,2017,644.6542154917142,870.9726479516763,450.0910415794111
Deaths,Female,35-39,2017,222.45835994063407,339.3875590056537,139.38424548150022
Deaths,Male,40-44,2017,1088.2747322546102,1489.8950901965457,744.9037214515316
Deaths,Female,40-44,2017,432.6490413387604,646.3276442976936,278.9732149057916
Deaths,Male,45-49,2017,1519.1024502795124,2100.1492753525117,1014.7038225671988
Deaths,Female,45-49,2017,935.8996088316812,1355.4706494268726,595.3375209688849
Deaths,Male,50-54,2017,2114.33056170238,2984.2499088515947,1400.449946208237
Deaths,Female,50-54,2017,1546.7515566579266,2209.573333259646,1002.1270740412324
Deaths,Male,55-59,2017,2626.584586272201,3720.565322794003,1769.6143813675196
Deaths,Female,55-59,2017,1980.193913667832,2857.9359383251003,1281.7202833412666
Deaths,Male,60-64,2017,3214.936237463422,4503.939266768022,2190.798541248035
Deaths,Female,60-64,2017,2979.2226795899546,4217.467218529763,1954.637784249299
Deaths,Male,65-69,2017,4322.485828759947,6005.257895176224,2995.684683429832
Deaths,Female,65-69,2017,3693.1908960843457,4973.027613406278,2612.154952066339
Deaths,Male,70-74,2017,4906.928213445698,6694.121264233676,3444.056126628246
Deaths,Female,70-74,2017,4389.687646195,5682.293388173382,3230.4236284149783
Deaths,Male,75-79,2017,5266.443938116315,7052.195822693378,3811.981085419035
Deaths,Female,75-79,2017,5453.891293068298,6939.05537488641,4112.251170826569
Deaths,Male,15-49,2017,4029.5202110439686,5501.54340227595,2757.862472963825
Deaths,Female,15-49,2017,2023.143006698027,2979.764415454554,1283.4186304715815
Deaths,Male,50-69,2017,12278.337214197947,17224.942115894857,8391.41041187992
Deaths,Female,50-69,2017,10199.359046000056,14238.556985679492,6898.7765902270185
Deaths,Male,80-84,2017,5187.331152032505,6783.726080516571,3871.484829953184
Deaths,Female,80-84,2017,4502.648219368465,5553.984130445957,3571.3349102812485
Deaths,Male,85-89,2017,3744.300446895977,4761.402253294006,2887.548328322533
Deaths,Female,85-89,2017,3023.886197071888,3720.5737490040974,2341.389951962583
Deaths,Male,90-94,2017,1416.2936492003407,1782.2075176541873,1063.6415134600966
Deaths,Female,90-94,2017,1769.416016050981,2183.273890202741,1358.337410140886
Deaths,Male,50-74,2017,17185.26542764364,23924.245770377805,11850.565224349304
Deaths,Female,50-74,2017,14589.04669219507,20007.400234282897,10184.485369354206
Deaths,Male,10-24,2017,282.5412107485412,393.02557313252805,170.1904985957497
Deaths,Female,10-24,2017,198.9140162469332,309.4621868595195,113.41123245325356
Deaths,Male,10-19,2017,108.99733841750891,152.74313535928263,63.75280079137619
Deaths,Female,10-19,2017,88.85466604715602,138.10668541896771,51.2613424230542
Deaths,Male,10 - 54,2017,6143.85077274634,8504.43428893925,4165.961302985906
Deaths,Female,10 - 54,2017,3569.8945633559565,5161.507255914449,2298.299842506643
Deaths,Male,15-39,2017,1422.143028509841,1914.8642038720168,968.6124086073178
Deaths,Female,15-39,2017,654.5943565275836,991.0067753671184,388.3069737754576
Deaths,Male,65-74,2017,9229.41404220565,12621.4379516611,6457.402393622232
Deaths,Female,65-74,2017,8082.87854227935,10731.830250233572,5826.154191890353
Deaths,Male,95+,2017,447.27386610567294,586.3916892993874,329.22413950832794
Deaths,Female,95+,2017,771.4001356616284,975.8803161357164,554.3678946793809
Deaths,Male,75-84,2017,10453.775090148823,13912.204999516716,7719.522252261807
Deaths,Female,75-84,2017,9956.539512436766,12407.785082018794,7667.524609082877
Deaths,Male,20-54,2017,6034.853434328835,8354.372700732867,4094.652776883621
Deaths,Female,20-54,2017,3481.0398973087954,5027.503543684409,2246.7671249934187
Deaths,Male,15-19,2021,116.11937417309046,170.33925238857063,62.00194304786311
Deaths,Female,15-19,2021,104.5632870911302,167.22928869926585,63.29229662753691
Deaths,Male,20-24,2021,189.74030020534835,283.70332558547165,104.66092309355464
Deaths,Female,20-24,2021,129.7165216850881,223.9815411938511,72.25989113394317
Deaths,Male,25-29,2021,163.43994923814734,227.61592531123577,99.16574232693976
Deaths,Female,25-29,2021,63.44276227815406,101.2706547457816,38.23517150383508
Deaths,Male,30-34,2021,373.86391896430086,516.2763766715972,234.77676538760764
Deaths,Female,30-34,2021,195.4022715888114,309.8968845185015,118.487572230734
Deaths,Male,35-39,2021,688.3471849860512,953.106025204024,454.3247310288817
Deaths,Female,35-39,2021,240.9780008366832,364.0041160583377,151.65173543503067
Deaths,Male,40-44,2021,1160.0654218256686,1662.5914240161735,746.0383391959869
Deaths,Female,40-44,2021,458.3652704793375,682.108045600332,304.9487079230319
Deaths,Male,45-49,2021,1619.852257866964,2330.239871917189,1040.3701243130683
Deaths,Female,45-49,2021,997.2183834482088,1480.616321666693,658.319043472551
Deaths,Male,50-54,2021,2330.595439909573,3413.4215502312054,1511.2882570223644
Deaths,Female,50-54,2021,1741.9378731116424,2559.817730534494,1169.6416048387782
Deaths,Male,55-59,2021,2833.467332140749,4090.305983730241,1832.4575241118168
Deaths,Female,55-59,2021,2289.0471112778782,3426.810003148812,1520.5013905329984
Deaths,Male,60-64,2021,3471.214361830941,5062.054362343514,2275.5292847990363
Deaths,Female,60-64,2021,3784.9080019786834,5425.2688429255895,2608.642029047673
Deaths,Male,65-69,2021,4467.760927674196,6273.536340309309,3046.227193339344
Deaths,Female,65-69,2021,4511.696869018331,6194.3759519626365,3234.829524697793
Deaths,Male,70-74,2021,4960.740355809247,6940.395799676815,3379.167242443266
Deaths,Female,70-74,2021,5144.282066792532,6877.728081550015,3845.761967740907
Deaths,Male,75-79,2021,5314.970071401062,7317.066844228623,3764.137835105237
Deaths,Female,75-79,2021,6069.206044484884,7762.769426640868,4730.486172908678
Deaths,Male,15-49,2021,4311.42840725958,6100.002279654376,2815.260784586819
Deaths,Female,15-49,2021,2189.6864974074115,3331.3603705422825,1419.4650049722056
Deaths,Male,50-69,2021,13103.038061555451,18869.600707954825,8739.095448517272
Deaths,Female,50-69,2021,12327.589855386525,17510.95336539997,8479.571333798141
Deaths,Male,80-84,2021,5439.579024213121,7262.22628777514,4019.6329985189104
Deaths,Female,80-84,2021,5379.68401367178,6620.890382839545,4401.935942344124
Deaths,Male,85-89,2021,3812.3674995785736,4896.893326757689,2913.927133283936
Deaths,Female,85-89,2021,3500.467410913685,4291.2839381974345,2759.149817603628
Deaths,Male,90-94,2021,1778.2954083152613,2258.866504395472,1361.3067484335031
Deaths,Female,90-94,2021,1633.0683064532857,1980.6341915505136,1272.8920699791224
Deaths,Male,50-74,2021,18063.778417364705,25797.14793011141,12204.92323627389
Deaths,Female,50-74,2021,17471.871922179074,24173.02902098638,12353.652488040876
Deaths,Male,10-24,2021,305.85967437843914,447.3735675990226,166.61472018074096
Deaths,Female,10-24,2021,234.2798087762183,384.88696618829647,136.61254122472585
Deaths,Male,10-19,2021,116.11937417309046,170.33925238857063,62.00194304786311
Deaths,Female,10-19,2021,104.5632870911302,167.22928869926585,63.29229662753691
Deaths,Male,10 - 54,2021,6642.023847169143,9422.460300414068,4355.622324491887
Deaths,Female,10 - 54,2021,3931.624370519056,5923.6229064198105,2602.3268395911487
Deaths,Male,15-39,2021,1531.5107275669382,2123.354881013066,954.0884890609366
Deaths,Female,15-39,2021,734.1028434798674,1149.6108695073112,451.8433405352313
Deaths,Male,65-74,2021,9428.50128348345,13119.58033937293,6404.055451684252
Deaths,Female,65-74,2021,9655.978935810874,13046.510478792694,7103.057547663747
Deaths,Male,95+,2021,495.1289208281775,639.932166162014,364.6169949538455
Deaths,Female,95+,2021,836.9309144125698,1035.6284244002966,581.2660370508054
Deaths,Male,75-84,2021,10754.549095614177,14516.51200648376,7854.282422833889
Deaths,Female,75-84,2021,11448.89005815665,14335.588542753852,9131.775452867983
Deaths,Male,20-54,2021,6525.904472996043,9260.374069032405,4288.347423454706
Deaths,Female,20-54,2021,3827.061083427925,5739.294118422386,2538.038076562193
Deaths,Male,15-19,2002,61.31438967526758,94.18758987991455,34.75062865416268
Deaths,Female,15-19,2002,69.0032659030479,112.22193207051328,42.044001896406606
Deaths,Male,20-24,2002,95.8324707264928,138.2777418693853,57.35263689633756
Deaths,Female,20-24,2002,87.27023991647815,141.40498841858124,50.1839123123056
Deaths,Male,25-29,2002,78.71001599645047,112.10302521308483,49.99182381169037
